x,y,category,POI_count
87,99,Real Estate,15
87,146,Real Estate,15
87,147,Real Estate,16
87,149,Bar,19
87,149,Transit Station,16
87,149,Japanese restaurant,15
88,90,Real Estate,12
88,91,Real Estate,39
88,91,Hospital,14
88,91,Laundry ,13
88,91,Bank,11
88,92,Real Estate,37
88,92,Building Material,20
88,92,Heavy Industry,15
88,92,Hair Salon,13
88,93,Real Estate,29
88,93,Hair Salon,15
88,93,Heavy Industry,11
88,94,Real Estate,28
88,94,Hair Salon,15
88,95,Real Estate,20
88,97,Real Estate,16
88,98,Real Estate,18
88,145,Transit Station,13
89,92,Real Estate,15
89,93,Clothes Store,29
89,93,Interior Shop,12
89,93,Sweets ,12
89,93,Hair Salon,11
89,94,Real Estate,21
89,95,Real Estate,21
89,96,Real Estate,22
89,97,Real Estate,17
89,184,Transit Station,11
90,92,Real Estate,16
90,93,Real Estate,23
90,94,Real Estate,26
90,94,Building Material,14
90,94,Hair Salon,13
90,95,Real Estate,20
90,96,Real Estate,19
90,97,Real Estate,25
91,93,Real Estate,11
91,94,Real Estate,60
91,94,Hair Salon,13
91,95,Real Estate,23
91,95,Transit Station,11
91,96,Real Estate,27
91,96,Cram School,16
91,96,NPO,13
91,96,Hospital,12
91,96,Bank,12
91,96,Accountant Office,11
91,97,Real Estate,18
92,94,Real Estate,25
92,95,Real Estate,20
92,95,Transit Station,12
92,96,Real Estate,12
92,97,Real Estate,21
92,97,Elderly Care Home,15
93,83,Hair Salon,12
93,84,Real Estate,18
93,94,Real Estate,23
93,95,Real Estate,26
93,95,Transit Station,11
93,96,Real Estate,11
93,97,Real Estate,14
93,98,Real Estate,11
93,100,Hair Salon,11
94,84,Real Estate,14
94,85,Real Estate,12
94,93,Real Estate,14
94,93,Hair Salon,13
94,93,Transit Station,11
94,94,Real Estate,19
94,95,Real Estate,28
94,95,Hair Salon,22
94,96,Hospital,15
94,96,Clothes Store,12
94,96,Transit Station,12
94,96,Hair Salon,11
94,101,Hair Salon,11
94,102,Hair Salon,26
94,102,Bank,12
95,86,Real Estate,12
95,89,Real Estate,17
95,89,Hair Salon,11
95,90,Real Estate,14
95,90,Hair Salon,11
95,91,Real Estate,22
95,91,Hair Salon,15
95,92,Real Estate,19
95,97,Real Estate,17
95,97,Transit Station,15
95,98,Driving School,11
96,89,Real Estate,15
96,90,Real Estate,12
96,98,Real Estate,11
96,99,Driving School,11
96,106,Transit Station,15
97,105,Transit Station,12
97,107,Transit Station,11
98,102,Real Estate,23
98,105,Transit Station,14
99,102,Real Estate,14
101,103,Real Estate,12
102,103,Real Estate,14
104,102,Hair Salon,12
104,103,Hair Salon,13
104,103,Real Estate,12
105,102,Hospital,11
105,103,Hair Salon,12
105,103,Bank,11
110,90,Convenience Store,11
161,172,Hair Salon,11
161,172,Transit Station,11
162,171,Japanese restaurant,13
162,172,NPO,11
163,170,Hair Salon,15
178,13,Retail Store,14
180,15,Hair Salon,16
180,15,Accountant Office,11
180,16,Japanese restaurant,15
180,16,Bank,14
180,16,Hair Salon,14
180,16,Pub,13
180,18,Clothes Store,11
180,19,Hair Salon,14
181,18,Laundry ,14
181,18,Bank,13
181,18,Transit Station,13
181,18,Japanese restaurant,11
199,99,Hair Salon,11
